"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.033","0.019","0.052",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,"0.091","0.005","0.362",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.019","0.010","0.033",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.021","0.006","0.049",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.028","0.015","0.049",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.070","0.043","0.107",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",TRUE,"0.026","0.012","0.050",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.045","0.020","0.084",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",TRUE,"0.036","0.020","0.060",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.070","0.043","0.106",NA,NA,NA,NA,NA,NA,"None"
